#Organism/Name,Group,SubGroup,Type,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Aedes aegypti LVPib12","Animals","Insects",mitochondrion,NC_010241.1,EU352212,16.655,21.0027,13,2,22,-,13,-,2008/01/09,2012/01/06
"Aedes albopictus","Animals","Insects",mitochondrion,NC_006817.1,AY072044,16.665,20.462,13,2,22,-,13,-,2005/02/01,2010/02/01
"Aedes notoscriptus","Animals","Insects",mitochondrion,NC_025473.1,KM676218,15.846,20.6109,13,2,22,-,13,-,2014/11/14,2014/12/15
"Aegilops bicornis","Plants","Land Plants",chloroplast,NC_024831.1,KJ614418,136.861,38.2936,82,8,33,-,124,1,2014/09/18,2015/10/06
"Aegilops cylindrica","Plants","Land Plants",chloroplast,NC_023096.1,KF534489,113.49,37.2896,77,4,30,-,111,-,2013/12/20,2014/05/01
"Aegilops geniculata","Plants","Land Plants",chloroplast,NC_023097.1,KF534490,113.893,37.1919,79,4,31,-,114,-,2013/12/20,2014/05/01
"Aegilops kotschyi","Plants","Land Plants",chloroplast,NC_024832.1,KJ614420,136.868,38.2931,82,8,33,-,124,1,2014/10/22,2015/10/06
"Aegilops longissima","Plants","Land Plants",chloroplast,NC_024830.1,KJ614416,136.875,38.2926,82,8,33,-,124,1,2014/09/18,2015/09/11
"Aegilops searsii","Plants","Land Plants",chloroplast,NC_024815.1,KJ614414,136.863,38.2952,82,8,33,-,124,1,2014/10/22,2015/10/06
"Aegilops sharonensis","Plants","Land Plants",chloroplast,NC_024816.1,KJ614419,136.867,38.2941,82,8,33,-,124,1,2014/10/16,2015/10/06
"Aegilops speltoides C08","Plants","Land Plants",mitochondrion,NC_022666.1,AP013107,476.091,44.4251,34,10,25,-,77,4,2013/11/05,2013/11/05
"Aegilops speltoides","Plants","Land Plants",chloroplast,NC_022135.1,JQ740834,113.536,37.2543,77,5,29,-,111,-,2013/08/27,2014/04/30
"Aegilops tauschii","Plants","Land Plants",chloroplast,NC_022133.1,JQ754651,114.112,37.259,80,4,30,-,114,-,2013/08/27,2014/04/30
"Aegista aubryana","Animals","Other Animals",mitochondrion,NC_029419.1,KT192071,14.238,30.8189,13,2,22,-,37,-,2016/03/01,2016/03/10
"Aegista diversifamilia","Animals","Other Animals",mitochondrion,NC_027584.1,KR002567,14.039,28.9266,13,2,22,-,37,-,2015/07/23,2015/07/28
"Aegithalos bonvaloti","Animals","Birds",mitochondrion,NC_024267.1,KF951087,17.953,45.5411,13,2,22,-,13,-,2014/06/11,2015/06/05
"Aegithalos fuliginosus","Animals","Birds",mitochondrion,NC_024266.1,KF951086,17.953,45.5968,13,2,22,-,13,-,2014/06/11,2015/06/05
"Aegithalos glaucogularis","Animals","Birds",mitochondrion,NC_024268.1,KF951089,17.937,45.6375,13,2,22,-,13,-,2014/06/11,2015/06/05
"Aegorhinus superciliosus","Animals","Insects",mitochondrion,NC_027577.1,KF785807,15.121,24.3833,13,2,21,-,36,-,2015/07/23,2015/07/28
"Aegotheles cristatus","Animals","Birds",mitochondrion,NC_011718.2,EU344979,16.914,45.1283,13,2,22,-,13,-,2008/12/17,2015/10/14
"Aelurostrongylus abstrusus","Animals","Roundworms",mitochondrion,NC_019571.1,JX519458,13.913,28.132,12,2,22,-,12,-,2012/12/03,2013/03/18
"Aeneolamia contigua","Animals","Insects",mitochondrion,NC_025495.1,JX844626,15.613,23.7046,13,2,22,-,13,-,2014/11/14,2014/12/15
"Aeolesthes oenochrous","Animals","Insects",mitochondrion,NC_025243.1,AB703463,15.747,28.8055,13,2,22,-,13,-,2014/10/04,2014/10/16
"Aeoliscus strigatus","Animals","Fishes",mitochondrion,NC_010270.1,AP009198,16.392,48.0417,13,2,22,-,13,-,2008/01/18,2008/01/26
"Aepyceros melampus","Animals","Mammals",mitochondrion,NC_020675.1,JN632592,16.422,38.15,13,2,22,-,13,-,2013/03/25,2013/04/17
"Aequidens metae","Animals","Fishes",mitochondrion,NC_033544.1,KR150865,16.541,46.3575,13,2,22,-,37,-,2017/01/26,2017/01/27
"Aeschyntelus notatus","Animals","Insects",mitochondrion,NC_012446.1,EU427333,14.532,24.2912,13,2,22,-,13,-,2009/03/26,2009/04/20
"Aesopia cornuta","Animals","Fishes",mitochondrion,NC_021969.1,KF000065,16.737,44.8886,13,2,22,-,13,-,2013/08/06,2016/06/08
"Aethaloperca rogaa","Animals","Fishes",mitochondrion,NC_022141.1,KC593376,16.538,43.2882,13,2,22,-,13,-,2013/08/27,2015/06/02
"Aethionema cordifolium","Plants","Land Plants",chloroplast,NC_009265.1,AP009366,154.168,36.6191,84,8,37,-,129,-,2007/04/03,2010/03/26
"Aethionema grandiflorum","Plants","Land Plants",chloroplast,NC_009266.1,AP009367,154.243,36.814,84,8,37,-,129,-,2007/04/03,2010/03/26
"Aethopyga gouldiae","Animals","Birds",mitochondrion,NC_027241.1,KP772257,16.893,46.2262,13,2,22,-,37,-,2015/06/18,2015/06/24
"Aetobatus flagellum 09A06","Animals","Fishes",mitochondrion,NC_022837.1,KF482070,20.201,40.8693,13,2,22,-,13,-,2013/11/19,2013/12/18
"Africonus borgesi","Animals","Other Animals",mitochondrion,NC_013243.1,EU827198,15.536,32.8463,13,2,22,-,13,-,2009/09/18,2010/07/07
"Afrolicania elaeosperma","Plants","Land Plants",chloroplast,NC_030544.1,KX180050,162.128,36.3133,83,8,37,-,130,2,2016/07/12,2016/07/12
"Agamermis sp. BH-2006","Animals","Roundworms",mitochondrion,NC_008231.1,DQ665656,16.561,19.4916,12,2,26,-,12,-,2006/07/04,2007/12/13
"Agapornis roseicollis","Animals","Birds",mitochondrion,NC_011708.1,EU410486,16.732,48.9302,13,2,22,-,13,-,2008/12/17,2009/02/26
"Agaricia humilis","Animals","Other Animals",mitochondrion,NC_008160.1,DQ643831,18.735,40.4003,13,2,2,-,13,-,2006/06/16,2012/11/26
"Agasicles hygrophila","Animals","Insects",mitochondrion,NC_028332.1,KR494279,15.917,24.8476,13,2,22,-,37,-,2015/11/05,2015/11/17
"Agathis dammara","Plants","Land Plants",chloroplast,NC_023119.1,AB830884,145.625,36.5363,81,5,36,-,122,-,2013/12/20,2016/12/30
"Agave americana","Plants","Land Plants",chloroplast,NC_032053.1,KX519714,157.274,37.8416,83,8,30,-,121,-,2016/12/07,2016/12/07
"Agave attenuata","Plants","Land Plants",chloroplast,NC_032696.1,KX931447,157.451,37.8353,86,8,38,-,132,-,2017/01/05,2017/01/05
"Agelaius phoeniceus","Animals","Birds",mitochondrion,NC_018801.1,JX516062,16.775,45.9076,13,2,22,-,13,-,2012/10/12,2012/12/20
"Agelas schmidti","Animals","Other Animals",mitochondrion,NC_010213.1,EU237475,20.36,38.2515,14,2,24,-,40,-,2008/01/03,2009/06/17
"Ageneiosus pardalis","Animals","Fishes",mitochondrion,NC_026717.1,KM983421,16.484,42.3987,13,2,22,-,13,-,2015/03/17,2015/04/22
"Ageratina adenophora","Plants","Land Plants",chloroplast,NC_015621.1,JF826503,150.698,37.4617,86,8,37,-,136,5,2011/06/02,2012/08/10
"Agkistrodon piscivorus","Animals","Reptiles",mitochondrion,NC_009768.1,DQ523161,17.213,42.282,13,2,22,-,13,-,2007/09/05,2015/07/21
"Aglaiogyrodactylus forficulatus","Animals","Flatworms",mitochondrion,NC_030339.1,KU679421,14.371,24.8765,12,2,22,-,36,-,2016/06/17,2016/06/17
"Agonostomus monticola","Animals","Fishes",mitochondrion,NC_017876.1,JF911702,16.734,43.7014,13,2,22,-,13,-,2012/05/09,2012/05/11
"Agrilus planipennis","Animals","Insects",mitochondrion,NC_030758.1,KT363854,15.942,28.1019,13,2,22,-,37,-,2016/08/16,2016/09/22
"Agriosphodrus dohrni","Animals","Insects",mitochondrion,NC_015842.1,HM071001,16.47,27.7838,13,2,22,-,13,-,2011/07/14,2016/07/26
"Agrostemma githago","Plants","Land Plants",chloroplast,NC_023357.1,KF527884,151.733,36.3988,81,8,37,-,126,-,2014/01/27,2014/05/01
"Agrostis stolonifera","Plants","Land Plants",chloroplast,NC_008591.1,EF115543,136.584,38.4518,85,8,40,-,133,-,2006/11/28,2011/05/24
"Agrotis ipsilon","Animals","Insects",mitochondrion,NC_022185.1,KF163965,15.377,18.7488,13,2,22,-,13,-,2013/08/27,2013/11/14
"Agrotis segetum","Animals","Insects",mitochondrion,NC_022689.1,KC894725,15.378,19.3003,13,2,22,-,13,-,2013/11/03,2014/09/17
"Ahamus yunnanensis","Animals","Insects",mitochondrion,NC_018095.1,HM744695,15.816,17.6593,13,2,22,-,13,-,2012/06/29,2012/07/03
"Ahnfeltia plicata","Other","Other",mitochondrion,NC_026054.1,KF649303,32.878,33.3901,24,2,24,-,50,-,2015/01/10,2016/07/07
"Ahnfeltia plicata","Other","Other",plastid,NC_031145.1,KX284715,190.451,32.5407,205,6,31,1,243,-,2016/09/23,2016/09/23
"Ailuropoda melanoleuca","Animals","Mammals",mitochondrion,NC_009492.1,EF212882,16.805,38.7861,13,2,22,-,13,-,2007/05/25,2009/04/14
"Ailurus fulgens","Animals","Mammals",mitochondrion,NC_011124.1,AM711897,16.493,37.616,13,2,22,-,37,-,2008/08/06,2009/04/14
"Ailurus fulgens styani","Animals","Mammals",mitochondrion,NC_009691.1,AB291074,16.374,37.474,13,2,22,-,13,-,2007/07/24,2009/04/15
"Aiptasia pulchella","Animals","Other Animals",mitochondrion,NC_022265.1,HG423147,19.791,37.5726,14,2,2,-,18,-,2013/09/01,2013/11/14
"Aix galericulata","Animals","Birds",mitochondrion,NC_023969.1,KJ169568,16.605,48.4312,13,2,22,-,13,-,2014/04/09,2014/05/01
"Ajuga reptans","Plants","Land Plants",plastid,NC_023102.1,KF709391,149.963,38.2868,84,8,38,-,130,1,2013/12/20,2014/05/01
"Ajuga reptans","Plants","Land Plants",mitochondrion,NC_023103.1,KF709392,352.069,45.0971,30,3,17,-,50,-,2013/12/20,2016/07/29
"Akebia trifoliata","Plants","Land Plants",chloroplast,NC_029427.1,KU204898,158.339,38.6506,85,8,37,-,132,2,2016/03/01,2016/03/01
"Akialoa obscura","Animals","Birds",mitochondrion,NC_031349.1,KU158190,16.838,45.7061,13,2,22,-,37,-,2016/10/13,2016/10/21
"Akodon montensis","Animals","Mammals",mitochondrion,NC_025746.1,KF769456,16.378,40.0415,13,2,22,-,35,-,2014/11/26,2014/12/15
"Akrokolioplax bicornis","Animals","Fishes",mitochondrion,NC_029448.1,AP013332,16.71,40.3531,13,2,22,-,37,-,2016/03/01,2016/04/13
"Alauda arvensis","Animals","Birds",mitochondrion,NC_020425.1,JQ322641,17.018,47.7377,13,2,22,-,13,-,2013/02/28,2013/05/24
"Albinaria caerulea","Animals","Other Animals",mitochondrion,NC_001761.1,X83390,14.13,29.3489,13,2,22,-,13,-,1999/08/24,2011/01/06
"Albuca kirkii","Plants","Land Plants",chloroplast,NC_032697.1,KX931448,156.401,37.6583,85,8,38,-,132,1,2017/01/05,2017/01/05
"Albula glossodonta","Animals","Fishes",mitochondrion,NC_005800.1,AP002973,16.255,45.143,13,2,22,-,13,-,2004/03/12,2010/02/01
"Albulichthys albuloides","Animals","Fishes",mitochondrion,NC_031557.1,AP011254,16.592,41.8575,13,2,22,-,37,-,2016/10/21,2016/11/17
"Alburnus alburnus","Animals","Fishes",mitochondrion,NC_008659.1,AB239593,16.605,45.7151,13,2,22,-,13,-,2006/12/12,2006/12/15
"Alburnus istanbulensis","Animals","Fishes",mitochondrion,NC_019574.1,JX844591,16.612,45.0458,13,2,22,-,13,-,2012/12/03,2014/09/29
"Alburnus mossulensis","Animals","Fishes",mitochondrion,NC_031573.1,AP011281,16.604,46.4888,13,2,22,-,37,-,2016/10/21,2016/11/17
"Alburnus tarichi","Animals","Fishes",mitochondrion,NC_019575.1,JX844592,16.602,46.404,13,2,22,-,13,-,2012/12/03,2014/09/29
"Alcelaphus buselaphus","Animals","Mammals",mitochondrion,NC_020676.1,JN632594,16.373,41.4707,13,2,22,-,13,-,2013/03/25,2013/04/17
"Alces alces","Animals","Mammals",mitochondrion,NC_020677.1,JN632595,16.417,36.2125,13,2,22,-,13,-,2013/03/25,2013/04/17
"Aldabrachelys gigantea","Animals","Reptiles",mitochondrion,NC_028438.1,KT613185,16.467,40.1348,13,2,22,-,37,-,2015/11/17,2015/12/07
"Aldrichetta forsteri","Animals","Fishes",mitochondrion,NC_017879.1,JF911703,16.797,45.2759,13,2,22,-,13,-,2012/05/09,2012/05/11
"Aldrichina grahami","Animals","Insects",mitochondrion,NC_026996.1,KP872701,14.903,23.2436,13,2,22,-,37,-,2015/05/05,2015/06/02
"Aldrovandia affinis","Animals","Fishes",mitochondrion,NC_005801.1,AP002974,16.649,44.4231,13,2,22,-,13,-,2004/03/12,2010/02/01
"Alectis ciliaris","Animals","Fishes",mitochondrion,NC_025566.1,KM522837,16.57,44.9125,13,2,22,-,13,-,2014/11/14,2014/12/15
"Alectoris chukar","Animals","Birds",mitochondrion,NC_020585.1,FJ752426,16.686,45.2355,13,2,22,-,13,-,2013/03/25,2013/04/18
"Alectura lathami","Animals","Birds",mitochondrion,NC_007227.1,AY346091,16.698,47.323,13,2,22,-,13,-,2005/08/02,2009/04/15
"Alepes kleinii","Animals","Fishes",mitochondrion,NC_023524.1,KF728081,16.571,44.9219,13,2,22,-,13,-,2014/02/28,2014/04/09
"Alepocephalus agassizii","Animals","Fishes",mitochondrion,NC_013564.1,AP009570,16.657,47.7637,13,2,22,-,13,-,2009/12/04,2009/12/18
"Alepocephalus australis","Animals","Fishes",mitochondrion,NC_013566.1,AP009571,16.64,47.7584,13,2,22,-,13,-,2009/12/04,2009/12/18
"Alepocephalus bairdii","Animals","Fishes",mitochondrion,NC_013567.1,AP009572,16.637,48.1036,13,2,22,-,13,-,2009/12/04,2009/12/18
"Alepocephalus bicolor","Animals","Fishes",mitochondrion,NC_011012.1,AP009399,16.829,48.3451,13,2,22,-,13,-,2008/06/23,2008/07/03
"Alepocephalus productus","Animals","Fishes",mitochondrion,NC_013570.1,AP009574,16.636,47.7038,13,2,22,-,13,-,2009/12/04,2010/02/24
"Alepocephalus tenebrosus","Animals","Fishes",mitochondrion,NC_004590.1,AP004100,16.644,47.5126,13,2,22,-,13,-,2003/03/10,2006/10/24
"Alepocephalus umbriceps","Animals","Fishes",mitochondrion,NC_013572.1,AP009575,16.64,47.7764,13,2,22,-,13,-,2009/12/04,2009/12/18
"Aletris fauriei","Plants","Land Plants",chloroplast,NC_033412.1,KT898912,154.44,37.5019,84,8,38,-,131,1,2017/01/18,2017/01/18
"Aletris spicata","Plants","Land Plants",chloroplast,NC_033411.1,KT898911,154.999,37.4783,85,8,38,-,132,1,2017/01/18,2017/01/18
"Aleurocanthus spiniferus","Animals","Insects",mitochondrion,NC_029155.1,KJ437166,15.22,29.2378,13,2,21,-,36,-,2016/02/12,2016/03/02
"Aleurochiton aceris","Animals","Insects",mitochondrion,NC_006160.1,AY572538,15.388,22.0951,13,2,21,-,13,-,2004/09/01,2010/02/01
"Aleurodicus dugesii","Animals","Insects",mitochondrion,NC_005939.1,AY521251,15.723,13.6679,13,2,20,-,13,-,2004/06/23,2010/02/01
"Aleuroglyphus ovatus","Animals","Other Animals",mitochondrion,NC_023778.1,KC700022,14.328,31.7002,13,2,22,-,13,-,2014/03/13,2014/03/13
"Algansea lacustris","Animals","Fishes",mitochondrion,NC_031565.1,AP011267,16.719,44.9847,13,2,22,-,37,-,2016/10/21,2016/11/17
"Alicia sansibarensis","Animals","Other Animals",mitochondrion,NC_027610.1,KR051001,19.575,38.9732,14,2,2,-,18,-,2015/07/23,2015/07/28
"Allantus luctifer","Animals","Insects",mitochondrion,NC_024664.1,KJ713152,15.418,18.874,13,2,22,-,13,-,2014/08/06,2016/07/28
"Allenopithecus nigroviridis","Animals","Mammals",mitochondrion,NC_023965.1,KJ434962,16.517,40.873,13,2,22,-,13,-,2014/04/09,2014/05/01
"Alligator mississippiensis","Animals","Other Animals",mitochondrion,NC_001922.1,Y13113,16.646,43.0314,13,2,22,-,13,-,1999/08/24,2010/02/01
"Alligator sinensis","Animals","Other Animals",mitochondrion,NC_004448.1,AF511507,16.746,45.9752,13,2,22,-,13,-,2002/12/18,2016/07/07
"Allium cepa","Plants","Land Plants",chloroplast,NC_024813.1,KF728080,153.538,36.8085,83,8,38,-,135,7,2014/10/07,2014/10/07
"Allium cepa","Plants","Land Plants",mitochondrion,NC_030100.1,KU318712,316.363,45.3473,26,3,15,-,44,-,2016/05/16,2016/05/16
"Allium sativum","Plants","Land Plants",chloroplast,NC_031829.1,KX683282,153.172,36.6771,83,8,38,-,135,6,2016/11/14,2016/11/14
"Allocyttus niger","Animals","Fishes",mitochondrion,NC_004398.1,AP004435,16.75,43.5821,13,2,22,-,13,-,2002/11/18,2006/10/18
"Alloeorhynchus bakeri","Animals","Insects",mitochondrion,NC_016432.1,HM235722,15.851,26.4778,13,2,22,-,13,-,2011/12/06,2011/12/20
"Allomaieta villosa","Plants","Land Plants",chloroplast,NC_031875.1,KX826819,156.452,36.9116,85,8,37,-,130,-,2016/12/05,2016/12/05
"Allomyces macrogynus","Fungi","Other Fungi",mitochondrion,NC_001715.1,U41288,57.473,39.4968,25,2,25,-,57,5,1996/03/26,2016/07/07
"Allonautilus scrobiculatus","Animals","Other Animals",mitochondrion,NC_026997.1,KP892752,16.132,39.8835,13,2,22,-,37,-,2015/05/05,2015/06/10
"Allosyncarpia ternata","Plants","Land Plants",chloroplast,NC_022413.1,KC180806,159.593,36.8218,85,8,37,-,135,5,2013/09/25,2013/11/19
"Alloteropsis angusta","Plants","Land Plants",chloroplast,NC_027951.1,KT281146,140.709,38.4332,84,7,32,-,123,-,2015/10/07,2015/10/07
"Alloteropsis cimicina","Plants","Land Plants",chloroplast,NC_027952.1,KT281156,139.317,38.6012,83,7,32,-,122,-,2015/10/07,2015/10/07
"Alloteropsis paniculata","Plants","Land Plants",chloroplast,NC_032078.1,KX752089,139.586,38.5848,83,7,32,-,122,-,2016/12/07,2016/12/07
"Alloteropsis semialata","Plants","Land Plants",chloroplast,NC_027824.1,KT281147,138.209,38.4881,83,7,32,-,122,-,2015/09/14,2015/09/14
"Alniphyllum eberhardtii","Plants","Land Plants",plastid,NC_031892.1,KX765434,155.384,37.101,89,8,40,-,139,2,2016/11/14,2016/11/14
"Alopecoenas salamonis","Animals","Birds",mitochondrion,NC_031871.1,KX902250,17.141,44.8224,13,2,22,-,37,-,2016/11/14,2016/11/14
"Alopias pelagicus","Animals","Fishes",mitochondrion,NC_022822.1,KF412639,16.692,38.6293,13,2,22,-,13,-,2013/11/19,2013/12/18
"Alopias superciliosus","Animals","Fishes",mitochondrion,NC_021443.1,KC757415,16.719,39.2906,13,2,22,-,13,-,2013/06/10,2014/09/17
"Alosa alabamae","Animals","Fishes",mitochondrion,NC_028275.1,KP013088,16.708,46.7501,13,2,22,-,37,-,2015/11/05,2015/11/17
"Alosa alosa","Animals","Fishes",mitochondrion,NC_009575.1,AP009131,16.698,47.2332,13,2,22,-,13,-,2007/06/19,2007/06/21
"Alosa pseudoharengus","Animals","Fishes",mitochondrion,NC_009576.1,AP009132,16.646,46.4736,13,2,22,-,13,-,2007/06/19,2007/06/21
"Alosa sapidissima","Animals","Fishes",mitochondrion,NC_014690.1,HQ331537,16.697,46.8228,13,2,22,-,13,-,2010/11/18,2011/10/21
"Alouatta caraya","Animals","Mammals",mitochondrion,NC_021938.1,KC757384,16.517,39.6198,13,2,22,-,13,-,2013/08/06,2016/06/09
"Alouatta seniculus","Animals","Mammals",mitochondrion,NC_027825.1,HQ644333,16.557,39.4456,13,2,22,-,37,-,2015/09/14,2015/10/06
"Alpheus distinguendus","Animals","Other Animals",mitochondrion,NC_014883.1,GQ892049,15.7,39.828,13,2,22,-,13,-,2011/01/06,2011/08/01
"Alsophila spinulosa","Plants","Land Plants",chloroplast,NC_012818.1,FJ556581,156.661,40.4344,89,8,33,-,133,3,2009/07/01,2011/04/27
"Alticorpus geoffreyi","Animals","Fishes",mitochondrion,NC_028033.1,KT277287,16.578,45.8198,13,2,22,-,37,-,2015/10/08,2015/10/14
"Alulatettix yunnanensis","Animals","Insects",mitochondrion,NC_018542.1,JQ272702,15.104,24.755,13,2,22,-,13,-,2012/09/10,2012/09/17
"Aluterus monoceros","Animals","Fishes",mitochondrion,NC_027268.1,KP637022,16.429,46.637,13,2,22,-,37,-,2015/06/18,2015/06/24
"Aluterus scriptus","Animals","Fishes",mitochondrion,NC_011323.1,AP009183,16.451,48.4408,13,2,22,-,13,-,2008/10/03,2011/08/01
"Alvinocaris chelys","Animals","Other Animals",mitochondrion,NC_018778.1,JX184903,15.91,36.6436,13,2,22,-,13,-,2012/10/12,2012/12/21
"Alvinocaris longirostris","Animals","Other Animals",mitochondrion,NC_020313.1,JQ035659,16.05,37.8255,13,2,22,-,13,-,2013/02/25,2013/03/07
"Alytes obstetricans pertinax","Animals","Amphibians",mitochondrion,NC_006688.1,AY585337,17.49,43.6935,13,2,22,-,13,-,2005/01/24,2010/02/01
"Amalda northlandica","Animals","Other Animals",mitochondrion,NC_014403.1,GU196685,15.354,33.19,13,2,22,-,13,-,2010/08/12,2010/08/23
"Amanses scopas","Animals","Fishes",mitochondrion,NC_011952.1,AP009214,16.44,48.5949,13,2,22,-,13,-,2009/01/22,2009/02/06
"Amaranthus hypochondriacus","Plants","Land Plants",chloroplast,NC_030770.1,KX279888,150.518,36.6136,73,8,31,-,112,-,2016/08/16,2016/08/16
"Amata formosae","Animals","Insects",mitochondrion,NC_021416.1,KC513737,15.463,20.507,13,2,22,-,13,-,2013/06/10,2014/01/27
"Amaurornis akool","Animals","Birds",mitochondrion,NC_023982.1,KJ192198,16.95,43.7699,13,2,22,-,13,-,2014/04/09,2014/05/01
"Amaurornis phoenicurus","Animals","Birds",mitochondrion,NC_024593.1,KJ874440,17.213,42.4679,13,2,22,-,13,-,2014/07/28,2014/08/28
"Amazilia brevirostris","Animals","Birds",mitochondrion,NC_033406.1,KP722043,16.811,45.6546,13,2,22,-,37,-,2017/01/18,2017/01/27
"Amazilia millerii","Animals","Birds",mitochondrion,NC_033405.1,KP722042,16.821,45.4194,13,2,22,-,37,-,2017/01/18,2017/01/27
"Amazilia rondoniae","Animals","Birds",mitochondrion,NC_033404.1,KP722041,16.82,45.4221,13,2,22,-,37,-,2017/01/18,2017/01/27
"Amazilia versicolor","Animals","Birds",mitochondrion,NC_024156.1,KF624601,16.861,45.5311,13,2,22,-,13,-,2014/05/30,2015/08/04
"Amazona aestiva","Animals","Birds",mitochondrion,NC_033336.1,KT361659,18.853,45.9715,13,2,22,-,39,2,2017/01/18,2017/01/27
"Amazona ochrocephala","Animals","Birds",mitochondrion,NC_027840.1,KM611467,18.909,46.068,13,2,22,-,37,-,2015/09/14,2016/07/29
"Amazonsprattus scintilla","Animals","Fishes",mitochondrion,NC_014265.1,AP009617,16.72,44.5873,13,2,22,-,13,-,2010/06/29,2010/06/30
"Ambassis gymnocephalus","Animals","Fishes",mitochondrion,NC_033497.1,KX621134,17.388,45.7787,13,2,22,-,37,-,2017/01/26,2017/01/27
"Ambastaia sidthimunki","Animals","Fishes",mitochondrion,NC_027175.1,KP319024,16.574,42.4943,13,2,22,-,37,-,2015/06/02,2015/06/24
"Amblychaeturichthys hexanema","Animals","Fishes",mitochondrion,NC_029228.1,KT781104,18.562,43.0611,13,2,22,-,37,-,2016/02/12,2016/03/02
"Amblydoras gonzalezi","Animals","Fishes",mitochondrion,NC_015745.1,AP012001,16.505,43.8837,13,2,22,-,13,-,2011/07/06,2016/06/10
"Amblyomma americanum","Animals","Other Animals",mitochondrion,NC_027609.1,KP941755,14.709,23.2171,13,2,22,-,37,-,2015/07/23,2015/07/28
"Amblyomma cajennense","Animals","Other Animals",mitochondrion,NC_020333.1,JX573118,14.78,24.0392,13,2,22,-,13,-,2013/02/25,2016/06/09
"Amblyomma elaphense","Animals","Other Animals",mitochondrion,NC_017758.1,JN863729,14.627,19.546,13,2,22,-,13,-,2012/04/20,2016/06/10
"Amblyomma fimbriatum","Animals","Other Animals",mitochondrion,NC_017759.1,JN863730,14.705,22.3325,13,2,22,-,13,-,2012/04/20,2016/06/10
"Amblyomma sculptum","Animals","Other Animals",mitochondrion,NC_032369.1,KX622791,14.78,23.8972,13,2,22,-,37,-,2016/12/27,2017/01/04
"Amblyomma sphenodonti","Animals","Other Animals",mitochondrion,NC_017745.1,JN863731,14.772,22.2177,13,2,22,-,13,-,2012/04/20,2016/06/10
